food,unit,kcal,protein,carb,fat,source
豬大腸,100 g,198.0,6.6,1.9,18.9,TFDA
豬大里肌,100 g,212.0,19.2,0.0,14.4,TFDA
豬大骨湯,100 g,7.0,1.0,0.4,0.3,TFDA
豬小排,100 g,287.0,18.0,0.0,23.3,TFDA
豬小腸,100 g,156.0,12.5,0.6,11.4,TFDA
豬小里肌,100 g,139.0,21.1,0.0,5.4,TFDA
豬尾,100 g,295.0,16.2,7.1,25.0,TFDA
豬帶皮腹脇肉,100 g,368.0,14.5,0.0,33.9,TFDA
豬後腳,100 g,253.0,19.5,0.0,18.8,TFDA
豬後腿外腱肉,100 g,184.0,19.0,0.8,11.4,TFDA
豬後腿瘦肉,100 g,120.0,21.1,0.3,3.4,TFDA
豬後腿肉,100 g,123.0,20.4,0.4,4.0,TFDA
豬心,100 g,128.0,13.6,1.0,7.8,TFDA
豬油,100 g,890.0,0.0,0.0,99.7,TFDA
豬油(2022年取樣),100 g,892.0,0.0,0.0,99.9,TFDA
豬油渣,100 g,837.0,17.4,0.0,84.5,TFDA
豬白管,100 g,93.0,14.1,0.0,3.6,TFDA
豬皮,100 g,491.0,22.1,0.0,44.0,TFDA
豬空腸,100 g,186.0,10.9,8.6,15.4,TFDA
豬絞肉(70％瘦肉率),100 g,218.0,19.0,0.0,15.2,TFDA
豬絞肉(90％瘦肉率),100 g,205.0,18.5,0.0,14.0,TFDA
豬絞肉平均值,100 g,212.0,18.7,0.0,14.6,TFDA
豬耳,100 g,219.0,24.2,0.9,12.8,TFDA
豬肉脯,100 g,441.0,33.4,20.3,25.1,TFDA
豬肉酥,100 g,513.0,33.0,31.6,28.3,TFDA
豬肉鍋貼,100 g,238.0,7.8,26.2,11.3,TFDA
豬肉餡餅,100 g,327.0,6.2,23.1,23.3,TFDA
豬肋骨湯,100 g,9.0,0.7,0.0,0.6,TFDA
豬肚,100 g,152.0,12.4,0.0,11.0,TFDA
豬肝,100 g,137.0,20.8,1.7,5.3,TFDA
豬肝連,100 g,220.0,14.6,0.0,17.5,TFDA
豬肩胛排,100 g,191.0,17.9,0.0,12.7,TFDA
豬肩胛排(2021年取樣),100 g,244.0,17.8,0.0,18.7,TFDA
豬肩胛肉,100 g,295.0,16.5,0.0,24.8,TFDA
豬肩骨湯,100 g,8.0,1.1,0.2,0.4,TFDA
豬脾臟,100 g,79.0,15.0,2.0,1.6,TFDA
豬腎,100 g,82.0,15.0,1.7,1.9,TFDA
豬腦,100 g,125.0,10.8,0.0,8.7,TFDA
豬腳凍,100 g,145.0,16.6,2.0,7.8,TFDA
豬腳筋,100 g,72.0,14.4,0.0,1.1,TFDA
豬腹脇排,100 g,267.0,18.7,0.0,20.7,TFDA
豬舌,100 g,185.0,18.5,0.0,11.8,TFDA
豬血,100 g,29.0,6.3,0.5,0.3,TFDA
豬血糕,100 g,194.0,8.6,37.8,0.9,TFDA
豬蹄膀,100 g,331.0,17.1,0.0,28.6,TFDA
豬軟骨,100 g,332.0,15.6,0.0,29.4,TFDA
豬頰肉,100 g,182.0,17.5,1.4,11.9,TFDA
豬頰肉(2022年取樣),100 g,157.0,18.9,2.1,8.4,TFDA
豬頸肉,100 g,284.0,17.2,0.8,23.3,TFDA
豬骨湯平均值,100 g,8.0,0.9,0.0,0.4,TFDA
赤鰭笛鯛,100 g,88.0,20.4,0.0,0.1,TFDA
起酥片,100 g,404.0,6.7,33.8,26.9,TFDA
越光米,100 g,340.0,7.6,73.3,1.0,TFDA
越光米(台南16號)(2024年取樣),100 g,356.0,6.9,79.1,0.3,TFDA
越瓜,100 g,18.0,0.6,4.1,0.1,TFDA
車輪餅(紅豆),100 g,187.0,2.1,42.3,1.1,TFDA
車輪餅(菜脯),100 g,183.0,1.4,31.6,5.7,TFDA
軟翅仔,100 g,70.0,14.7,0.8,0.8,TFDA
辣椒粉,100 g,387.0,14.7,59.1,14.1,TFDA
辣椒醬,100 g,83.0,2.6,11.5,2.9,TFDA
辣蒜蓉醬,100 g,78.0,2.3,7.8,4.2,TFDA
辣豆瓣醬,100 g,100.0,4.5,13.1,3.3,TFDA
迷你竹筍白菜,100 g,19.0,1.3,3.8,0.1,TFDA
迷迭香粉,100 g,432.0,5.9,59.8,21.9,TFDA
通心麵,100 g,359.0,13.8,72.6,1.4,TFDA
速食乾麵麻醬包,100 g,676.0,13.2,11.8,64.0,TFDA
運動飲料,100 g,28.0,0.1,7.0,,TFDA
過溝菜蕨,100 g,27.0,3.1,3.2,0.8,TFDA
部份脫脂低乳糖奶粉,100 g,416.0,34.6,45.6,10.4,TFDA
部份脫脂奶粉,100 g,420.0,32.8,46.1,11.6,TFDA
部份脫脂奶粉(即溶),100 g,445.0,23.7,51.6,16.4,TFDA
部份脫脂強化奶粉(纖維&DHA強化),100 g,476.0,23.2,47.3,22.1,TFDA
部份脫脂強化奶粉(纖維&鈣強化),100 g,375.0,35.9,48.9,3.7,TFDA
部份脫脂強化奶粉(脂肪酸調整),100 g,481.0,22.7,45.9,23.5,TFDA
部份脫脂強化奶粉(鈣強化),100 g,408.0,25.0,51.0,11.8,TFDA
部份脫脂調味奶粉(巧克力),100 g,406.0,14.1,71.9,6.9,TFDA
部份脫脂調味奶粉(果汁),100 g,435.0,19.8,61.4,12.3,TFDA
酒杯菇,100 g,50.0,4.6,9.0,0.3,TFDA
酪梨(室溫存放0天),100 g,80.0,1.5,7.1,5.9,TFDA
酪梨(室溫存放3天),100 g,84.0,1.4,6.3,6.8,TFDA
酪梨(室溫存放6天),100 g,92.0,1.5,6.6,7.6,TFDA
酪梨(綠皮),100 g,65.0,1.6,7.9,3.7,TFDA
酵母粉,100 g,347.0,46.3,40.4,0.0,TFDA
酵母菌咀嚼錠,100 g,391.0,23.6,61.4,5.6,TFDA
酸甘藍菜,100 g,24.0,1.4,4.2,0.2,TFDA
酸菜,100 g,19.0,0.8,3.2,0.3,TFDA
醃漬冬瓜,100 g,28.0,2.5,4.1,0.2,TFDA
醃漬花生仁,100 g,288.0,10.6,2.9,26.0,TFDA
醃漬花胡瓜,100 g,89.0,3.0,18.1,0.5,TFDA
醃漬越瓜,100 g,18.0,1.1,3.1,0.2,TFDA
醃漬香菇,100 g,56.0,3.0,10.6,0.1,TFDA
醃漬鮭魚卵,100 g,218.0,24.9,6.7,10.2,TFDA
醃燻豬肝,100 g,167.0,26.8,4.2,4.7,TFDA
醃辣椒,100 g,53.0,1.9,10.6,0.3,TFDA
醬油,100 g,90.0,7.8,14.7,,TFDA
醬油膏,100 g,103.0,6.8,19.0,,TFDA
醬油西瓜子,100 g,547.0,29.5,22.5,37.7,TFDA
醬肘子,100 g,134.0,19.0,0.0,6.6,TFDA
釋迦,100 g,104.0,2.2,26.6,0.1,TFDA
里肌肉(土雞),100 g,112.0,24.8,0.0,0.6,TFDA
里肌肉(肉雞),100 g,106.0,23.7,0.0,0.6,TFDA
里肌肉平均值,100 g,109.0,24.2,0.0,0.6,TFDA
野生紅米,100 g,360.0,7.7,74.7,2.6,TFDA
野苦瓜,100 g,30.0,1.7,5.3,0.6,TFDA
野苦瓜嫩梢,100 g,77.0,5.7,12.2,1.7,TFDA
野莧菜,100 g,41.0,6.3,4.9,0.6,TFDA
金冠蘋果,100 g,49.0,0.4,13.0,0.1,TFDA
金喜菇,100 g,39.0,2.7,7.7,0.2,TFDA
金女小番茄,100 g,30.0,1.1,6.6,0.1,TFDA
金時甘藷,100 g,138.0,1.6,31.3,0.4,TFDA
金桔醬,100 g,84.0,0.5,19.5,0.4,TFDA
金煌芒果,100 g,52.0,0.8,13.0,0.2,TFDA
金線魚,100 g,119.0,20.9,0.0,3.3,TFDA
金興芒果,100 g,41.0,0.6,10.6,0.1,TFDA
金蘭西瓜,100 g,24.0,0.6,6.0,0.0,TFDA
金蜜芒果,100 g,64.0,0.6,16.3,0.4,TFDA
金針菇,100 g,37.0,2.6,7.2,0.3,TFDA
金針菇罐頭,100 g,27.0,1.7,4.5,0.2,TFDA
金針菜,100 g,40.0,2.4,7.4,0.5,TFDA
金針菜乾,100 g,307.0,14.3,65.4,1.8,TFDA
金針菜嫩莖,100 g,24.0,0.7,5.3,0.2,TFDA
金鉤蝦乾,100 g,257.0,54.6,0.0,2.6,TFDA
金錢魚,100 g,196.0,19.3,0.0,12.6,TFDA
金鑽鳳梨,100 g,50.0,0.5,13.2,0.1,TFDA
金門黃麵,100 g,158.0,6.4,31.9,0.5,TFDA
金香葡萄(含皮),100 g,60.0,0.6,16.0,0.1,TFDA
金鱗魚,100 g,85.0,19.5,1.3,0.2,TFDA
金黃奇異果,100 g,59.0,0.8,15.0,0.3,TFDA
銀杏果,100 g,142.0,4.1,28.9,1.2,TFDA
銀耳,100 g,31.0,1.1,7.2,0.0,TFDA
銀耳罐頭,100 g,49.0,0.1,12.0,0.1,TFDA
銀魚,100 g,69.0,14.3,0.9,0.9,TFDA
銀鯧(12月),100 g,126.0,19.1,0.2,5.0,TFDA
銀鯧(2月),100 g,123.0,17.9,0.0,5.1,TFDA
銀鯧(3月),100 g,120.0,17.6,0.7,5.0,TFDA
銀鯧(5月),100 g,105.0,16.4,0.0,3.9,TFDA
銀鯧(8月),100 g,101.0,17.7,1.6,2.9,TFDA
銀鯧(含皮),100 g,124.0,16.8,1.1,5.8,TFDA
銀鯧平均值(去皮),100 g,115.0,17.7,0.2,4.4,TFDA
銅鑼燒,100 g,332.0,3.4,57.2,9.9,TFDA
鋸尾鯛,100 g,93.0,19.0,0.3,1.4,TFDA
鍋燒意麵,100 g,479.0,10.0,58.5,22.8,TFDA
鍋燒麵,100 g,120.0,4.5,24.6,0.4,TFDA
長果金柑,100 g,56.0,1.0,14.1,0.2,TFDA
長茄子,100 g,25.0,1.2,5.3,0.2,TFDA
長辣椒(紅皮),100 g,48.0,2.4,9.3,0.7,TFDA
長辣椒(青皮),100 g,49.0,1.9,10.3,0.4,TFDA
長體油胡瓜魚,100 g,104.0,15.0,0.0,4.4,TFDA
長鰭鰤魚,100 g,114.0,22.8,2.7,1.9,TFDA
長麵線,100 g,310.0,10.7,64.3,1.1,TFDA
開心果,100 g,601.0,22.4,20.1,52.7,TFDA
開英種1號鳳梨,100 g,56.0,0.6,14.5,0.2,TFDA
阿根廷魷,100 g,71.0,12.4,0.4,2.0,TFDA
阿部牙鯛,100 g,124.0,18.9,0.0,4.8,TFDA
陳年紹興酒,100 g,133.0,1.8,19.1,0.0,TFDA
陳皮,100 g,349.0,6.9,74.8,2.4,TFDA
隆脊管鞭蝦,100 g,96.0,22.1,0.6,0.2,TFDA
隼人瓜,100 g,23.0,0.7,5.2,0.1,TFDA
隼人瓜(2023年取樣),100 g,22.0,0.7,4.5,0.2,TFDA
隼人瓜苗,100 g,24.0,3.3,3.5,0.2,TFDA
雙帶鰺,100 g,118.0,22.6,0.0,2.4,TFDA
雙線鬚鰨,100 g,92.0,19.9,0.3,0.8,TFDA
雙胞胎麵包,100 g,341.0,8.4,59.6,7.7,TFDA
雙色水果玉米,100 g,105.0,3.1,17.5,2.6,TFDA
雙髻鯊,100 g,117.0,27.4,0.0,0.1,TFDA
雙髻鯊腹肉,100 g,110.0,25.8,0.0,0.0,TFDA
雜糧中筋麵粉,100 g,361.0,13.1,72.0,2.3,TFDA
雜糧高筋麵粉,100 g,360.0,14.3,69.6,2.8,TFDA
雞尾椎,100 g,452.0,9.0,0.1,45.9,TFDA
雞心(肉雞),100 g,190.0,13.3,0.1,14.8,TFDA
雞心(肉雞)(2021年取樣),100 g,204.0,14.4,1.2,15.8,TFDA
雞排(土雞),100 g,158.0,18.9,0.0,8.6,TFDA
雞排(肉雞),100 g,208.0,15.3,0.0,15.8,TFDA
雞排(肉雞)(2021年取樣),100 g,251.0,14.9,0.0,20.8,TFDA
雞排平均值,100 g,183.0,17.1,0.0,12.2,TFDA
雞水波蛋,100 g,147.0,11.6,0.8,10.7,TFDA
雞水煮蛋,100 g,144.0,14.0,1.7,9.2,TFDA
雞水煮蛋白,100 g,61.0,13.6,1.5,0.2,TFDA
雞水煮蛋黃,100 g,343.0,15.5,2.9,30.5,TFDA
雞油,100 g,891.0,0.0,0.0,99.8,TFDA
雞滷蛋(市售),100 g,191.0,15.7,6.4,11.4,TFDA
雞滷蛋(浸泡隔夜),100 g,182.0,16.9,4.4,10.8,TFDA
雞滷蛋(現煮),100 g,178.0,16.6,3.1,11.1,TFDA
雞滷蛋白(浸泡隔夜),100 g,89.0,16.7,5.2,0.2,TFDA
雞滷蛋白(現煮),100 g,84.0,16.6,3.9,0.2,TFDA
雞滷蛋黃(浸泡隔夜),100 g,382.0,17.4,2.6,33.6,TFDA
雞滷蛋黃(現煮),100 g,376.0,16.6,1.3,33.8,TFDA
雞皮(肉雞),100 g,442.0,11.7,0.0,43.4,TFDA
雞皮蛋,100 g,142.0,12.8,3.6,8.5,TFDA
雞皮蛋平均值,100 g,134.0,12.5,3.0,8.1,TFDA
雞睪丸,100 g,71.0,10.6,0.2,2.8,TFDA
雞精,100 g,34.0,8.6,0.0,0.0,TFDA
雞絞肉,100 g,131.0,27.4,0.0,1.6,TFDA
雞絲麵,100 g,463.0,9.4,55.0,22.8,TFDA
雞肉酥,100 g,451.0,26.7,53.2,14.6,TFDA
雞肉香腸(大),100 g,283.0,22.4,11.8,16.3,TFDA
雞肉香腸(小),100 g,459.0,13.9,15.9,37.7,TFDA
雞肝(肉雞),100 g,111.0,18.8,2.7,3.5,TFDA
雞胗(肉雞),100 g,89.0,16.6,0.3,2.0,TFDA
雞胸骨湯,100 g,9.0,1.5,0.2,0.3,TFDA
雞腳(肉雞),100 g,209.0,20.7,1.2,13.3,TFDA
雞腿菇,100 g,36.0,2.1,7.5,0.1,TFDA
雞腿菇(乾),100 g,298.0,20.1,59.8,1.4,TFDA
雞膝軟骨(肉雞),100 g,107.0,20.4,0.5,2.2,TFDA
雞蛋(白殼),100 g,139.0,12.9,1.3,9.2,TFDA
雞蛋(高DHA),100 g,132.0,12.5,1.8,8.6,TFDA
雞蛋(高亞麻油酸),100 g,133.0,13.0,0.8,8.4,TFDA
雞蛋(高次亞麻油酸),100 g,139.0,12.4,2.8,9.4,TFDA
雞蛋(高維生素A&E),100 g,134.0,12.1,0.0,9.0,TFDA
雞蛋(高維生素E),100 g,143.0,12.8,1.4,9.7,TFDA
雞蛋(黃殼),100 g,132.0,12.5,2.0,8.6,TFDA
雞蛋平均值,100 g,135.0,12.7,1.6,8.9,TFDA
雞蛋白(白殼),100 g,48.0,10.7,0.0,0.1,TFDA
雞蛋白(黃殼),100 g,52.0,11.6,1.2,0.2,TFDA
雞蛋白平均值,100 g,50.0,11.2,0.5,0.1,TFDA
雞蛋豆漿,100 g,56.0,1.9,9.2,1.3,TFDA
雞蛋豆腐,100 g,79.0,6.9,2.7,4.6,TFDA
雞蛋麵,100 g,358.0,12.5,74.8,0.9,TFDA
雞蛋黃(白殼),100 g,330.0,16.0,1.6,28.9,TFDA
雞蛋黃(高維生素E),100 g,314.0,16.2,5.4,27.0,TFDA
雞蛋黃(黃殼),100 g,286.0,14.5,5.6,24.7,TFDA
雞蛋黃平均值,100 g,308.0,15.2,3.6,26.8,TFDA
雞鐵蛋,100 g,288.0,26.6,5.9,17.5,TFDA
雪白菇,100 g,31.0,2.2,6.4,0.0,TFDA
雪白菇(長),100 g,36.0,2.1,6.9,0.4,TFDA
雪螺,100 g,40.0,8.9,0.0,0.3,TFDA
雪裡蕻,100 g,20.0,1.5,3.8,0.2,TFDA
雪餅,100 g,487.0,5.8,72.3,19.4,TFDA
零食泡麵,100 g,484.0,11.3,61.3,21.5,TFDA
青仁黑豆,100 g,385.0,37.0,33.7,14.2,TFDA
青嘴龍占魚,100 g,128.0,22.7,0.0,3.4,TFDA
青星九刺鮨,100 g,83.0,19.3,0.5,0.1,TFDA
青星九刺鮨平均值,100 g,94.0,20.9,0.0,0.5,TFDA
青星九刺鮨魚片,100 g,104.0,22.6,0.0,0.8,TFDA
青木瓜,100 g,29.0,0.6,7.2,0.1,TFDA
青梅(胭脂梅),100 g,35.0,0.5,8.8,0.1,TFDA
青江菜(土植)(10月取樣),100 g,18.0,1.7,3.4,0.1,TFDA
青江菜(土植)(1月取樣),100 g,10.0,1.3,1.6,0.0,TFDA
青江菜(土植)(3月取樣),100 g,13.0,1.2,2.2,0.1,TFDA
青江菜(土植)(4月取樣),100 g,11.0,1.0,1.8,0.1,TFDA
青江菜(土植)(7月取樣),100 g,15.0,1.5,2.5,0.1,TFDA
青江菜(有機)(10月取樣),100 g,15.0,1.6,2.7,0.1,TFDA
青江菜(有機)(1月取樣),100 g,10.0,1.5,1.5,0.0,TFDA
青江菜(有機)(4月取樣),100 g,15.0,1.4,2.5,0.2,TFDA
青江菜(有機)(7月取樣),100 g,21.0,1.9,3.5,0.2,TFDA
青江菜(水耕)(10月取樣),100 g,11.0,1.4,1.4,0.2,TFDA
青江菜(水耕)(1月取樣),100 g,12.0,1.2,2.4,0.0,TFDA
青江菜(水耕)(4月取樣),100 g,14.0,1.4,2.4,0.2,TFDA
青江菜(水耕)(7月取樣),100 g,14.0,1.7,2.2,0.1,TFDA
青皮葡萄柚,100 g,33.0,0.8,8.3,0.1,TFDA
青花菜(1999年取樣),100 g,28.0,3.7,4.4,0.2,TFDA
青花菜(2021年取樣),100 g,38.0,3.4,6.5,0.4,TFDA
青花菜筍,100 g,32.0,3.0,5.1,0.5,TFDA
青花菜芽,100 g,35.0,2.8,4.9,1.0,TFDA
青葙,100 g,50.0,2.5,7.7,1.6,TFDA
青蒜,100 g,33.0,2.1,6.4,0.3,TFDA
青蔥(有機),100 g,31.0,1.1,6.8,0.2,TFDA
青蔥平均值,100 g,31.0,1.3,6.6,0.2,TFDA
青蘿蔔,100 g,33.0,1.8,7.0,0.1,TFDA
青辣椒平均值,100 g,33.0,1.3,6.9,0.3,TFDA
青醬,100 g,83.0,0.9,7.7,5.4,TFDA
青龍蘋果,100 g,54.0,0.3,14.0,0.3,TFDA
鞍帶石斑魚片,100 g,155.0,19.1,0.2,8.2,TFDA
韓式泡菜,100 g,35.0,2.0,5.8,0.4,TFDA
韭花醬,100 g,29.0,2.1,4.5,0.3,TFDA
韭菜盒子,100 g,217.0,7.5,19.5,12.1,TFDA
韮菜,100 g,23.0,1.9,3.9,0.4,TFDA
韮菜花,100 g,28.0,1.8,5.6,0.2,TFDA
韮黃,100 g,16.0,1.5,2.9,0.1,TFDA
食茱萸,100 g,127.0,11.9,23.8,0.3,TFDA
餐包,100 g,365.0,7.2,50.5,14.9,TFDA
餘甘子,100 g,43.0,0.3,10.8,0.3,TFDA
餛飩皮,100 g,271.0,8.3,58.2,0.5,TFDA
香吉士(進口),100 g,47.0,0.7,11.4,0.5,TFDA
香椿醬,100 g,507.0,8.1,2.3,51.7,TFDA
香樁,100 g,99.0,4.3,19.4,1.5,TFDA
香水李,100 g,36.0,0.7,8.8,0.3,TFDA
香水芒果,100 g,65.0,0.6,17.1,0.2,TFDA
香油,100 g,883.0,,0.0,99.9,TFDA
香瓜茄,100 g,26.0,0.4,6.2,0.1,TFDA
香筍鮪魚罐頭,100 g,261.0,10.0,0.9,24.1,TFDA
香腸,100 g,354.0,17.0,12.3,26.3,TFDA
香腸(蒜味),100 g,387.0,16.6,17.7,27.8,TFDA
香芋冬瓜,100 g,9.0,0.4,2.0,0.0,TFDA
香芫荽,100 g,23.0,2.4,3.9,0.2,TFDA
香草冰淇淋,100 g,182.0,2.5,22.6,9.1,TFDA
香菇(大),100 g,37.0,3.0,7.1,0.2,TFDA
香菇(小),100 g,26.0,2.4,4.9,0.1,TFDA
香菇平均值,100 g,39.0,3.0,7.6,0.1,TFDA
香菇麵筋罐頭,100 g,192.0,10.7,14.9,10.0,TFDA
香華洋香瓜,100 g,30.0,0.7,7.7,0.0,TFDA
香螺,100 g,86.0,19.9,0.0,0.1,TFDA
香醋,100 g,3.0,,0.7,,TFDA
香魚,100 g,147.0,18.5,0.0,7.5,TFDA
香魚片,100 g,307.0,36.1,39.1,0.7,TFDA
馬拉巴笛鯛,100 g,86.0,20.2,0.0,0.0,TFDA
馬鈴薯,100 g,77.0,2.6,15.8,0.2,TFDA
馬鈴薯(2022年取樣),100 g,70.0,2.3,14.9,0.0,TFDA
馬鈴薯粉,100 g,346.0,0.1,83.8,0.1,TFDA
馬齒莧,100 g,14.0,1.2,1.9,0.4,TFDA
駝背鱸,100 g,83.0,18.1,0.0,0.6,TFDA
骨腿(土雞),100 g,130.0,21.7,0.0,4.1,TFDA
骨腿(肉雞),100 g,196.0,14.4,1.7,14.9,TFDA
骨腿平均值,100 g,163.0,18.0,0.2,9.5,TFDA
高山大豌豆莢,100 g,49.0,2.4,9.9,0.0,TFDA
高山甜椒(青皮),100 g,30.0,0.9,6.0,0.6,TFDA
高梁,100 g,372.0,11.0,73.6,3.0,TFDA
高梁醋,100 g,27.0,,6.8,,TFDA
高油酸棕櫚油,100 g,883.0,0.0,0.0,99.9,TFDA
高油酸紅花籽油,100 g,880.0,0.0,0.4,99.6,TFDA
高油酸葵花籽油,100 g,883.0,0.0,0.0,99.9,TFDA
高油酸豬油,100 g,893.0,0.0,0.0,100.0,TFDA
高湯(豬大骨),100 g,49.0,4.2,6.6,0.7,TFDA
高湯塊(排骨),100 g,363.0,12.5,24.5,23.9,TFDA
高湯塊(雞肉),100 g,340.0,14.7,14.5,24.8,TFDA
高牆桶柑,100 g,45.0,0.8,11.8,0.0,TFDA
高筋麵粉,100 g,362.0,12.9,73.1,1.2,TFDA
高筋麵粉(2021年取樣),100 g,362.0,13.8,72.2,1.3,TFDA
高纖米,100 g,363.0,8.3,75.2,2.5,TFDA
高纖胚芽冬粉,100 g,364.0,0.6,90.0,0.2,TFDA
高脂保久乳,100 g,71.0,3.1,3.4,5.1,TFDA
高脂凝態發酵乳(纖維強化),100 g,95.0,3.2,11.9,3.8,TFDA
高脂強化鮮乳(寡醣強化),100 g,69.0,3.2,5.1,4.1,TFDA
高脂強化鮮乳(鈣強化),100 g,68.0,3.2,5.2,3.9,TFDA
高脂鮮乳,100 g,73.0,3.2,6.1,4.0,TFDA
高脂鮮羊乳,100 g,65.0,3.4,4.2,4.0,TFDA
高鮮味精,100 g,269.0,45.0,22.3,,TFDA
高麗馬加鰆,100 g,119.0,19.4,0.3,4.0,TFDA
髮菜,100 g,302.0,10.3,69.5,0.5,TFDA
鬆餅,100 g,257.0,3.2,55.1,2.6,TFDA
鬍鯰,100 g,194.0,16.3,0.0,13.8,TFDA
鬚赤蝦,100 g,92.0,20.7,0.6,0.4,TFDA
鬚赤蝦仁,100 g,80.0,17.1,0.0,0.7,TFDA
鬼頭刀,100 g,107.0,21.8,0.0,1.5,TFDA
鬼頭刀魚片,100 g,78.0,17.2,0.0,0.5,TFDA
魚板,100 g,128.0,10.0,17.6,2.0,TFDA
魚漿(旗魚),100 g,110.0,16.8,7.8,1.3,TFDA
魚翅唇,100 g,47.0,9.9,0.0,0.6,TFDA
魚肉脯,100 g,104.0,21.9,0.2,1.7,TFDA
魚肉鬆,100 g,470.0,28.2,43.8,20.2,TFDA
魚酥,100 g,564.0,8.3,50.3,36.6,TFDA
魚露,100 g,64.0,10.2,5.3,0.2,TFDA
魟魚,100 g,106.0,24.8,0.0,0.1,TFDA
魩仔魚,100 g,56.0,11.1,0.0,0.9,TFDA
魩仔魚(加工),100 g,105.0,23.0,0.0,0.8,TFDA
"魩仔魚(加工,大)",100 g,97.0,20.7,1.1,1.0,TFDA
"魩仔魚(加工,小)",100 g,151.0,31.8,0.9,1.7,TFDA
魩仔魚平均值(加工),100 g,124.0,26.2,1.0,1.3,TFDA
鮑魚,100 g,69.0,15.8,9.5,0.1,TFDA
鮑魚菇,100 g,22.0,1.7,4.0,0.2,TFDA
鮟鱇,100 g,68.0,14.9,0.6,0.5,TFDA
鮟鱇魚肝,100 g,136.0,13.6,1.9,8.6,TFDA
鮪魚生魚片,100 g,100.0,23.3,0.0,0.1,TFDA
鮪魚肚,100 g,106.0,23.4,0.0,0.7,TFDA
鮭魚鬆,100 g,452.0,29.0,35.3,21.6,TFDA
鮮味露,100 g,75.0,20.1,0.0,0.1,TFDA
鮮奶可可,100 g,80.0,2.1,11.6,2.7,TFDA
鮮奶布丁,100 g,110.0,3.0,13.1,5.1,TFDA
鮮奶茶(無糖),100 g,27.0,2.0,1.4,1.4,TFDA
鮮雞精,100 g,267.0,10.8,33.3,10.1,TFDA
鮸,100 g,104.0,23.3,0.0,0.5,TFDA
鮸魚卵(加工),100 g,184.0,21.9,3.6,10.1,TFDA
鯉,100 g,91.0,14.5,2.1,3.2,TFDA
鯊魚切片,100 g,106.0,24.8,0.0,0.0,TFDA
鯊魚煙,100 g,68.0,22.3,0.0,0.4,TFDA
鯊魚皮,100 g,54.0,12.4,0.0,0.2,TFDA
鯊魚翅,100 g,186.0,43.5,0.0,0.0,TFDA
"鯔(11月,雄魚)",100 g,129.0,21.3,0.0,4.2,TFDA
"鯔(11月,雌魚)",100 g,141.0,21.5,0.0,5.5,TFDA
"鯔(12月,雄魚)",100 g,137.0,21.1,0.9,5.2,TFDA
"鯔(12月,雌魚)",100 g,149.0,21.8,0.2,6.2,TFDA
鯔(2月),100 g,137.0,20.4,1.6,5.5,TFDA
鯔(4月),100 g,133.0,20.4,0.9,5.0,TFDA
鯔(8月),100 g,224.0,17.3,0.0,16.7,TFDA
鯔(含皮),100 g,155.0,20.6,0.0,7.4,TFDA
鯔切片,100 g,170.0,21.2,0.0,8.8,TFDA
鯔平均值(去皮),100 g,152.0,20.6,0.3,7.1,TFDA
鯔魚卵,100 g,256.0,26.3,3.2,15.9,TFDA
鯔魚卵(加工),100 g,297.0,36.6,18.7,8.5,TFDA
鯔魚卵(加工)(2022年取樣),100 g,431.0,38.9,4.4,28.7,TFDA
鯔魚精囊,100 g,89.0,17.3,0.0,1.7,TFDA
鯖魚(炒),100 g,410.0,16.7,0.1,37.6,TFDA
鯖魚(炸),100 g,555.0,17.2,0.1,53.4,TFDA
"鯖魚(烤,150度,10分)",100 g,412.0,16.5,0.0,37.8,TFDA
"鯖魚(烤,150度,20分)",100 g,396.0,19.1,0.0,34.8,TFDA
"鯖魚(烤,150度,30分)",100 g,536.0,19.9,0.0,50.0,TFDA
"鯖魚(烤,180度,10分)",100 g,373.0,20.2,0.0,31.8,TFDA
"鯖魚(烤,210度,10分)",100 g,472.0,19.0,0.0,43.4,TFDA
鯖魚(煎),100 g,403.0,20.0,0.0,35.9,TFDA
鯖魚(煮),100 g,375.0,14.9,0.4,34.5,TFDA
鯖魚(生),100 g,417.0,14.4,0.2,39.4,TFDA
鯖魚(蒸),100 g,392.0,14.6,0.7,36.5,TFDA
鯖魚(醃製),100 g,281.0,14.9,1.3,24.0,TFDA
鯖魚(醃製)(2022年取樣),100 g,296.0,17.0,9.8,21.0,TFDA
鯖魚肉脯,100 g,685.0,33.8,1.5,60.4,TFDA
鯛魚下巴,100 g,245.0,16.1,0.0,19.6,TFDA
鰆魚卵,100 g,193.0,23.5,0.2,10.2,TFDA
鰈魚切片,100 g,201.0,13.2,0.0,16.1,TFDA
鰹魚卵,100 g,184.0,21.5,0.6,10.2,TFDA
鰹魚粉,100 g,240.0,21.9,35.8,1.0,TFDA
鱅,100 g,145.0,18.7,0.0,7.2,TFDA
鱖,100 g,89.0,17.7,0.0,1.5,TFDA
鱗網帶鰆(含皮),100 g,263.0,18.0,0.0,20.7,TFDA
鱗網帶鰆切片,100 g,272.0,17.3,0.0,22.0,TFDA
鱗馬鞭魚,100 g,84.0,18.5,0.0,0.5,TFDA
鱗鰭叫姑魚,100 g,99.0,18.4,0.3,2.3,TFDA
鱷形叉尾鶴鱵,100 g,98.0,22.4,0.2,0.3,TFDA
鳳光西瓜,100 g,27.0,0.7,6.5,0.2,TFDA
